abc_team,xyz_team,abc_player_letter,abc_player_license,abc_player_name,abc_player_score,xyz_player_letter,xyz_player_license,xyz_player_name,xyz_player_score
CTT VILASSAR,CTT SANT FELIU DE CODINES,A,219,FIGUERAS Antoni,0,Y,554,ROCA Jordi,3
CTT VILASSAR,CTT SANT FELIU DE CODINES,B,3318,GIMENEZ Antonio,1,X,2314,BARRERA Julia,3
CTT VILASSAR,CTT SANT FELIU DE CODINES,C,2236,FOLCH Jordi,3,Z,291,SOLÀ José,0
CTT VILASSAR,CTT SANT FELIU DE CODINES,A,219,FIGUERAS Antoni,0,X,2314,BARRERA Julia,3
CTT VILASSAR,CTT SANT FELIU DE CODINES,C,2236,FOLCH Jordi,2,Y,554,ROCA Jordi,3
CTT VILASSAR,CTT SANT FELIU DE CODINES,B,3318,GIMENEZ Antonio,3,Z,291,SOLÀ José,2
MOLLET 2002 TT,CN ST. ANDREU,A,12906,CRESPO Diego,3,Y,16616,NUÑEZ Francisco,0
MOLLET 2002 TT,CN ST. ANDREU,B,16953,GARCIA Raul,2,X,101,LOPEZ Jesus,3
MOLLET 2002 TT,CN ST. ANDREU,C,11242,SANCHEZ Ismael,3,Z,14495,ABUIN Roger,0
MOLLET 2002 TT,CN ST. ANDREU,A,12906,CRESPO Diego,3,X,101,LOPEZ Jesus,1
MOLLET 2002 TT,CN ST. ANDREU,C,11242,SANCHEZ Ismael,3,Y,16616,NUÑEZ Francisco,0
MOLLET 2002 TT,CN ST. ANDREU,B,16953,GARCIA Raul,3,Z,14495,ABUIN Roger,0
TARINAS CALELLA,CC SANTS,A,11185,SPARTI Carlo,0,Y,1919,DOMENECH Jose,3
TARINAS CALELLA,CC SANTS,B,14636,GÓMEZ Carlos Luis,2,X,320,MAÑE Merce,3
TARINAS CALELLA,CC SANTS,C,10220,PLAZA Francisco José,1,Z,63,RIVAS Emili,3
TARINAS CALELLA,CC SANTS,A,11185,SPARTI Carlo,0,X,320,MAÑE Merce,3
TARINAS CALELLA,CC SANTS,C,10220,PLAZA Francisco José,0,Y,1919,DOMENECH Jose,3
TARINAS CALELLA,CC SANTS,B,14636,GÓMEZ Carlos Luis,3,Z,63,RIVAS Emili,0
CTT CASTELLDEFELS,EL CERCLE TT GRÀCIA,A,5487,GARCIA Tomas,3,Y,364,MONERA Jesus,2
CTT CASTELLDEFELS,EL CERCLE TT GRÀCIA,B,3458,RODRIGUEZ Miguel Angel,2,X,5428,FRANQUESA Ricardo,3
CTT CASTELLDEFELS,EL CERCLE TT GRÀCIA,C,14224,DE AMORES Rafael,2,Z,5411,CORTILLAS Isidre,3
CTT CASTELLDEFELS,EL CERCLE TT GRÀCIA,A,5487,GARCIA Tomas,2,X,5428,FRANQUESA Ricardo,3
CTT CASTELLDEFELS,EL CERCLE TT GRÀCIA,C,14224,DE AMORES Rafael,3,Y,364,MONERA Jesus,1
CTT CASTELLDEFELS,EL CERCLE TT GRÀCIA,B,3458,RODRIGUEZ Miguel Angel,3,Z,5411,CORTILLAS Isidre,1
