abc_team,xyz_team,abc_player_letter,abc_player_license,abc_player_name,abc_player_score,xyz_player_letter,xyz_player_license,xyz_player_name,xyz_player_score
EL CIERVO ''B'',CTT POBLENOU,A,11784,MORAN Francisco Jose,0,Y,328,BOIX Angel Antonio,3
EL CIERVO ''B'',CTT POBLENOU,C,16275,ALDEA Manel,3,Z,6209,CAPILLA Carlos,1
EL CIERVO ''B'',CTT POBLENOU,A,11784,MORAN Francisco Jose,0,X,2259,CAYMEL Ismael,3
EL CIERVO ''B'',CTT POBLENOU,C,16275,ALDEA Manel,0,Y,328,BOIX Angel Antonio,3
TT PARETS,CN SABADELL ''B'',A,1996,MONTAÑANA Hector,3,Y,4540,WEISZ Monica,0
TT PARETS,CN SABADELL ''B'',B,755,MOLINA Miguel,3,X,1774,CANO Andres,2
TT PARETS,CN SABADELL ''B'',C,14578,GARCIA Santiago,3,Z,534,MENENDEZ Alex,2
TT PARETS,CN SABADELL ''B'',A,1996,MONTAÑANA Hector,3,X,1774,CANO Andres,0
TT PARETS,CN SABADELL ''B'',C,14578,GARCIA Santiago,1,Y,4540,WEISZ Monica,3
TT PARETS,CN SABADELL ''B'',B,755,MOLINA Miguel,3,Z,534,MENENDEZ Alex,1
CTT ATENEU 1882,GIRBAU VIC TT,A,1059,MONZÓ Oriol,3,Y,4669,PEIX Lluis,0
CTT ATENEU 1882,GIRBAU VIC TT,B,837,ALMAGRO Marcos,3,X,4052,BOVER Carles,0
CTT ATENEU 1882,GIRBAU VIC TT,C,1723,DIAZ Juan,3,Z,536,PLADEVALL Jordi,0
CTT ATENEU 1882,GIRBAU VIC TT,A,1059,MONZÓ Oriol,3,X,4052,BOVER Carles,0
CTT ATENEU 1882,GIRBAU VIC TT,C,1723,DIAZ Juan,3,Y,4669,PEIX Lluis,0
CTT ATENEU 1882,GIRBAU VIC TT,B,837,ALMAGRO Marcos,0,Z,536,PLADEVALL Jordi,3
EL CENTRE,TT L'HOSPITALET,A,5544,PRADES Aixeus,0,Y,8845,GUARCH Roger,3
EL CENTRE,TT L'HOSPITALET,B,8466,MORI Dorian Joseph,3,X,493,SOISA Pedro,2
EL CENTRE,TT L'HOSPITALET,C,507,BERNABEU Ricardo,2,Z,7212,JAMETT Witerman Boris,3
EL CENTRE,TT L'HOSPITALET,A,5544,PRADES Aixeus,3,X,493,SOISA Pedro,1
EL CENTRE,TT L'HOSPITALET,C,507,BERNABEU Ricardo,0,Y,8845,GUARCH Roger,3
EL CENTRE,TT L'HOSPITALET,B,8466,MORI Dorian Joseph,3,Z,7212,JAMETT Witerman Boris,1
