abc_team,xyz_team,abc_player_letter,abc_player_license,abc_player_name,abc_player_score,xyz_player_letter,xyz_player_license,xyz_player_name,xyz_player_score
CTT ST QUIRZE DEL VALLÈS - Vet C,EL CENTRE,A,1893,JIMENEZ Jose Antonio,3,Y,17874,DONAIRE David,0
CTT ST QUIRZE DEL VALLÈS - Vet C,EL CENTRE,B,11340,ROMERO Gabriel,3,X,16558,MASSANA Marc,0
CTT ST QUIRZE DEL VALLÈS - Vet C,EL CENTRE,C,946,PEIRIS Enrique,3,Z,16559,SALA Marc,0
CTT ST QUIRZE DEL VALLÈS - Vet C,EL CENTRE,A,1893,JIMENEZ Jose Antonio,3,X,16558,MASSANA Marc,0
CTT ST QUIRZE DEL VALLÈS - Vet C,EL CENTRE,C,946,PEIRIS Enrique,3,Y,17874,DONAIRE David,0
CTT ST QUIRZE DEL VALLÈS - Vet C,EL CENTRE,B,11340,ROMERO Gabriel,3,Z,16559,SALA Marc,0
"TITUS BADALONA ''B""","CTT CARDEDEU EIG ""B""",A,12910,LAGRAÑA Mariano,0,Y,5400,PUGET Xavier,3
"TITUS BADALONA ''B""","CTT CARDEDEU EIG ""B""",B,10061,RULL Jordi,0,X,7670,VALLBONA Xavier,3
"TITUS BADALONA ''B""","CTT CARDEDEU EIG ""B""",C,10817,RATERA Domènec,0,Z,16300,MORA Daniel,3
"TITUS BADALONA ''B""","CTT CARDEDEU EIG ""B""",A,12910,LAGRAÑA Mariano,0,X,7670,VALLBONA Xavier,3
"TITUS BADALONA ''B""","CTT CARDEDEU EIG ""B""",C,10817,RATERA Domènec,3,Y,5400,PUGET Xavier,1
"TITUS BADALONA ''B""","CTT CARDEDEU EIG ""B""",B,10061,RULL Jordi,1,Z,16300,MORA Daniel,3
CN ST. ANDREU,AGRUPACIÓ CONGRÉS,A,5772,BARRERA Miguel,1,Y,13081,GOMEZ David,3
CN ST. ANDREU,AGRUPACIÓ CONGRÉS,B,14495,ABUIN Roger,0,X,16445,ZHAO Yun,3
CN ST. ANDREU,AGRUPACIÓ CONGRÉS,C,12211,JULIA Javier,3,Z,16552,PUIGJANER Ferran,0
CN ST. ANDREU,AGRUPACIÓ CONGRÉS,A,5772,BARRERA Miguel,0,X,16445,ZHAO Yun,3
CN ST. ANDREU,AGRUPACIÓ CONGRÉS,C,12211,JULIA Javier,1,Y,13081,GOMEZ David,3
CN ST. ANDREU,AGRUPACIÓ CONGRÉS,B,14495,ABUIN Roger,2,Z,16552,PUIGJANER Ferran,3
