abc_team,xyz_team,abc_player_letter,abc_player_license,abc_player_name,abc_player_score,xyz_player_letter,xyz_player_license,xyz_player_name,xyz_player_score
CTT LA UNIÓ,CC SANTS,A,8899,VILALTA Albert,0,Y,7587,VIADE Antonio,3
CTT LA UNIÓ,CC SANTS,B,7854,VILALTA Jaime,1,X,1919,DOMENECH Jose,3
CTT LA UNIÓ,CC SANTS,C,15786,VILLARONGA Miquel,1,Z,245,TARRAGO Enric,3
CTT LA UNIÓ,CC SANTS,A,8899,VILALTA Albert,0,X,1919,DOMENECH Jose,3
CTT LA UNIÓ,CC SANTS,C,15786,VILLARONGA Miquel,0,Y,7587,VIADE Antonio,3
CTT LA UNIÓ,CC SANTS,B,7854,VILALTA Jaime,3,Z,245,TARRAGO Enric,2
CTT VILASSAR DE MAR L'OBRERA ''B'',CTT RIPOLLET,A,5926,RECODER Carles,0,Y,8668,BARCELO Manuel,3
CTT VILASSAR DE MAR L'OBRERA ''B'',CTT RIPOLLET,B,11248,GARCIA Victor,3,X,6783,VILARDELL Alfredo,0
CTT VILASSAR DE MAR L'OBRERA ''B'',CTT RIPOLLET,A,5926,RECODER Carles,0,X,6783,VILARDELL Alfredo,3
CTT VILASSAR DE MAR L'OBRERA ''B'',CTT RIPOLLET,B,11248,GARCIA Victor,0,Z,1699,PORTA Jose Antonio,3
LLUÏSOS D'HORTA TT,TT PARETS,A,15730,TOBOSO Jordi,0,Y,8075,GIL Antonio,3
LLUÏSOS D'HORTA TT,TT PARETS,B,6399,JOSA Pere,0,X,167,IBÁÑEZ José Luis,3
LLUÏSOS D'HORTA TT,TT PARETS,C,17680,PASCUALENA Jose Antonio,2,Z,2299,IBAÑEZ Jordi,3
LLUÏSOS D'HORTA TT,TT PARETS,A,15730,TOBOSO Jordi,0,X,167,IBÁÑEZ José Luis,3
LLUÏSOS D'HORTA TT,TT PARETS,C,17680,PASCUALENA Jose Antonio,1,Y,8075,GIL Antonio,3
LLUÏSOS D'HORTA TT,TT PARETS,B,6399,JOSA Pere,0,Z,2299,IBAÑEZ Jordi,3
