abc_team,xyz_team,abc_player_letter,abc_player_license,abc_player_name,abc_player_score,xyz_player_letter,xyz_player_license,xyz_player_name,xyz_player_score
EL CENTRE,EL CERCLE TT GRÀCIA,A,650,CABESTANY Eduard,3,Y,8337,BLANCO Alfons,0
EL CENTRE,EL CERCLE TT GRÀCIA,B,5759,BADIA Albert,3,X,180,TORT Jordi,0
EL CENTRE,EL CERCLE TT GRÀCIA,C,549,VERA Juan,3,Z,6880,COLET Albert,0
EL CENTRE,EL CERCLE TT GRÀCIA,A,650,CABESTANY Eduard,3,X,180,TORT Jordi,0
EL CENTRE,EL CERCLE TT GRÀCIA,C,549,VERA Juan,3,Y,8337,BLANCO Alfons,1
EL CENTRE,EL CERCLE TT GRÀCIA,B,5759,BADIA Albert,2,Z,6880,COLET Albert,3
TURRIS BADALONA,CTT SANT FELIU DE CODINES,A,7680,MAQUEDA Joan,0,Y,291,SOLÀ José,3
TURRIS BADALONA,CTT SANT FELIU DE CODINES,B,10817,RATERA Domènec,1,X,2314,BARRERA Julia,3
TURRIS BADALONA,CTT SANT FELIU DE CODINES,C,10063,NOGUERA Juan,3,Z,616,BACHS David,1
TURRIS BADALONA,CTT SANT FELIU DE CODINES,A,7680,MAQUEDA Joan,1,X,2314,BARRERA Julia,3
TURRIS BADALONA,CTT SANT FELIU DE CODINES,C,10063,NOGUERA Juan,1,Y,291,SOLÀ José,3
TURRIS BADALONA,CTT SANT FELIU DE CODINES,B,10817,RATERA Domènec,3,Z,616,BACHS David,2
CTT VILASSAR DE MAR L'OBRERA,EL CIERVO,A,11248,GARCIA Victor,0,Y,12801,CAMPS Jordi,3
CTT VILASSAR DE MAR L'OBRERA,EL CIERVO,B,3318,GIMENEZ Antonio,3,X,82,REDON Joan,0
CTT VILASSAR DE MAR L'OBRERA,EL CIERVO,C,2236,FOLCH Jordi,3,Z,11220,BOSCH Joan,0
CTT VILASSAR DE MAR L'OBRERA,EL CIERVO,A,11248,GARCIA Victor,0,X,82,REDON Joan,3
CTT VILASSAR DE MAR L'OBRERA,EL CIERVO,C,2236,FOLCH Jordi,3,Y,12801,CAMPS Jordi,1
CTT VILASSAR DE MAR L'OBRERA,EL CIERVO,B,3318,GIMENEZ Antonio,3,Z,11220,BOSCH Joan,0
