abc_team,xyz_team,abc_player_letter,abc_player_license,abc_player_name,abc_player_score,xyz_player_letter,xyz_player_license,xyz_player_name,xyz_player_score
CTT SANT QUINTÍ DE MEDIONA,CTT DELS HORTS 2000,A,504,RAMON Jaume,3,Y,4595,PORTET Joan,0
CTT SANT QUINTÍ DE MEDIONA,CTT DELS HORTS 2000,B,517,MARTI Josep,3,X,8289,HERNANDEZ Francisco Javi,0
CTT SANT QUINTÍ DE MEDIONA,CTT DELS HORTS 2000,C,3917,ORTEGO Jose,1,Z,174,LLOPART Josep,3
CTT SANT QUINTÍ DE MEDIONA,CTT DELS HORTS 2000,A,504,RAMON Jaume,3,X,8289,HERNANDEZ Francisco Javi,1
CTT SANT QUINTÍ DE MEDIONA,CTT DELS HORTS 2000,C,3917,ORTEGO Jose,3,Y,4595,PORTET Joan,1
CTT SANT QUINTÍ DE MEDIONA,CTT DELS HORTS 2000,B,517,MARTI Josep,3,Z,174,LLOPART Josep,0
CTT RIPOLLET,CTT POBLENOU,B,6482,OLTENAS Viorel,0,X,328,BOIX Angel Antonio,3
CTT RIPOLLET,CTT POBLENOU,C,7663,PASTRANA Juan Manuel,3,Z,6209,CAPILLA Carlos,1
CTT RIPOLLET,CTT POBLENOU,A,16371,LOPEZ Juan Francisco,1,X,328,BOIX Angel Antonio,3
CTT RIPOLLET,CTT POBLENOU,B,6482,OLTENAS Viorel,0,Z,6209,CAPILLA Carlos,3
CTT VILAFRANCA,CTT ELS AMICS DE TERRASSA,A,1994,MENAL Manuel,3,Y,851,SERRES Jordi,0
CTT VILAFRANCA,CTT ELS AMICS DE TERRASSA,B,6129,ALCALA Olegario Basilio,1,X,4405,CAROL Santiago,3
CTT VILAFRANCA,CTT ELS AMICS DE TERRASSA,C,302,ESCUDERO Josep Maria,3,Z,18003,CHEN Yong,2
CTT VILAFRANCA,CTT ELS AMICS DE TERRASSA,A,1994,MENAL Manuel,3,X,4405,CAROL Santiago,0
CTT VILAFRANCA,CTT ELS AMICS DE TERRASSA,C,302,ESCUDERO Josep Maria,0,Y,851,SERRES Jordi,3
CTT VILAFRANCA,CTT ELS AMICS DE TERRASSA,B,6129,ALCALA Olegario Basilio,0,Z,18003,CHEN Yong,3
ATT PREMIÀ DE MAR,LLUÏSOS DE GRÀCIA ''B'',A,18942,GIGLI Leonardo,0,Y,292,CHACON Alejandro,3
ATT PREMIÀ DE MAR,LLUÏSOS DE GRÀCIA ''B'',B,69,VILARO Joan Mª,3,X,597,CENDRA Josep Oriol,0
ATT PREMIÀ DE MAR,LLUÏSOS DE GRÀCIA ''B'',C,394,SERRA Josep,0,Z,6639,FELIU Jose,3
ATT PREMIÀ DE MAR,LLUÏSOS DE GRÀCIA ''B'',A,18942,GIGLI Leonardo,1,X,597,CENDRA Josep Oriol,3
ATT PREMIÀ DE MAR,LLUÏSOS DE GRÀCIA ''B'',C,394,SERRA Josep,0,Y,292,CHACON Alejandro,3
ATT PREMIÀ DE MAR,LLUÏSOS DE GRÀCIA ''B'',B,69,VILARO Joan Mª,0,Z,6639,FELIU Jose,3
