abc_team,xyz_team,abc_player_letter,abc_player_license,abc_player_name,abc_player_score,xyz_player_letter,xyz_player_license,xyz_player_name,xyz_player_score
AGRUPACIÓ CONGRÉS,GIRBAU VIC TT,A,395,EXPOSITO Juan Antonio,1,Y,4052,BOVER Carles,3
AGRUPACIÓ CONGRÉS,GIRBAU VIC TT,B,27,MADURELL Josep,0,X,536,PLADEVALL Jordi,3
AGRUPACIÓ CONGRÉS,GIRBAU VIC TT,C,2159,GARCIA Daniel,3,Z,492,RIERA Joan,2
AGRUPACIÓ CONGRÉS,GIRBAU VIC TT,A,395,EXPOSITO Juan Antonio,0,X,536,PLADEVALL Jordi,3
AGRUPACIÓ CONGRÉS,GIRBAU VIC TT,C,2159,GARCIA Daniel,3,Y,4052,BOVER Carles,1
AGRUPACIÓ CONGRÉS,GIRBAU VIC TT,B,27,MADURELL Josep,1,Z,492,RIERA Joan,3
CTT VALLS DE TORROELLA,CC SANTS,A,484,CUSSÓ Joan,3,Y,15056,JIN Shan,2
CTT VALLS DE TORROELLA,CC SANTS,B,867,TORRADES Domenec,2,X,619,WEN Yang,3
CTT VALLS DE TORROELLA,CC SANTS,C,13163,PICH Guillem,3,Z,895,AYUSO Alejandro,0
CTT VALLS DE TORROELLA,CC SANTS,A,484,CUSSÓ Joan,3,X,619,WEN Yang,1
CTT VALLS DE TORROELLA,CC SANTS,C,13163,PICH Guillem,1,Y,15056,JIN Shan,3
CTT VALLS DE TORROELLA,CC SANTS,B,867,TORRADES Domenec,3,Z,895,AYUSO Alejandro,0
TT L'HOSPITALET,CN SABADELL,A,18088,OSORIO Alejandro Jose,3,Y,11167,RUIZ Jordi,0
TT L'HOSPITALET,CN SABADELL,B,12824,FERRÉ Marcel,3,X,10265,PLAYÀ Francesc,1
TT L'HOSPITALET,CN SABADELL,C,6637,JIMENEZ Francisco Manuel,1,Z,12466,CLADELLAS Oriol,3
TT L'HOSPITALET,CN SABADELL,A,18088,OSORIO Alejandro Jose,3,X,10265,PLAYÀ Francesc,0
TT L'HOSPITALET,CN SABADELL,C,6637,JIMENEZ Francisco Manuel,0,Y,11167,RUIZ Jordi,3
TT L'HOSPITALET,CN SABADELL,B,12824,FERRÉ Marcel,3,Z,12466,CLADELLAS Oriol,1
EL CERCLE TT GRÀCIA,CTT BARCELONA,A,361,CASANOVA Santiago,3,Y,7392,SINAGRA Ariel Dario,1
EL CERCLE TT GRÀCIA,CTT BARCELONA,B,329,CASABONA Oscar,3,X,11984,GAVIRA Raphael,0
EL CERCLE TT GRÀCIA,CTT BARCELONA,C,369,MORATA Genis,3,Z,14367,EXPOSITO Luis,2
EL CERCLE TT GRÀCIA,CTT BARCELONA,A,361,CASANOVA Santiago,3,X,11984,GAVIRA Raphael,2
EL CERCLE TT GRÀCIA,CTT BARCELONA,C,369,MORATA Genis,3,Y,7392,SINAGRA Ariel Dario,0
EL CERCLE TT GRÀCIA,CTT BARCELONA,B,329,CASABONA Oscar,1,Z,14367,EXPOSITO Luis,3
TT PARETS,CTT OLESA,A,3468,MOMPART Jordi,1,Y,2409,BUXEDA Joan,3
TT PARETS,CTT OLESA,B,14174,RAMÍREZ Rafael,3,X,6041,AGUILA Iago,0
TT PARETS,CTT OLESA,C,8391,CARDOZO Sacha Frank,0,Z,308,GARCIA Benito,3
TT PARETS,CTT OLESA,A,3468,MOMPART Jordi,1,X,6041,AGUILA Iago,3
TT PARETS,CTT OLESA,C,8391,CARDOZO Sacha Frank,3,Y,2409,BUXEDA Joan,1
TT PARETS,CTT OLESA,B,14174,RAMÍREZ Rafael,1,Z,308,GARCIA Benito,3
CTT ATC MOLINS DE REI,CTT DELS HORTS 2000,A,790,CUENCA Oscar,3,Y,13144,NANA Isaac,0
CTT ATC MOLINS DE REI,CTT DELS HORTS 2000,B,2524,SALA Carles,0,X,4016,OLAYA Joaquin,3
CTT ATC MOLINS DE REI,CTT DELS HORTS 2000,C,6167,ESTRADA Jordi,3,Z,4595,PORTET Joan,1
CTT ATC MOLINS DE REI,CTT DELS HORTS 2000,A,790,CUENCA Oscar,2,X,4016,OLAYA Joaquin,3
CTT ATC MOLINS DE REI,CTT DELS HORTS 2000,C,6167,ESTRADA Jordi,1,Y,13144,NANA Isaac,3
CTT ATC MOLINS DE REI,CTT DELS HORTS 2000,B,2524,SALA Carles,3,Z,4595,PORTET Joan,1
