abc_team,xyz_team,abc_player_letter,abc_player_license,abc_player_name,abc_player_score,xyz_player_letter,xyz_player_license,xyz_player_name,xyz_player_score
EL CERCLE TT GRÀCIA,CTT LA POBLA DE LILLET,A,329,CASABONA Oscar,3,Y,1680,PONS Lluis,0
EL CERCLE TT GRÀCIA,CTT LA POBLA DE LILLET,B,5395,PLANAS Josep,3,X,5410,GALIAN Roger,2
EL CERCLE TT GRÀCIA,CTT LA POBLA DE LILLET,C,6949,TARABAL Jaume,3,Z,12132,PARDINILLA Jorge,2
EL CERCLE TT GRÀCIA,CTT LA POBLA DE LILLET,A,329,CASABONA Oscar,3,X,5410,GALIAN Roger,2
EL CERCLE TT GRÀCIA,CTT LA POBLA DE LILLET,C,6949,TARABAL Jaume,3,Y,1680,PONS Lluis,1
EL CERCLE TT GRÀCIA,CTT LA POBLA DE LILLET,B,5395,PLANAS Josep,3,Z,12132,PARDINILLA Jorge,0
CTT OLESA,CTT VALLS DE TORROELLA,A,241,MARTINEZ Josep,1,Y,13163,PICH Guillem,3
CTT OLESA,CTT VALLS DE TORROELLA,B,308,GARCIA Benito,1,X,484,CUSSÓ Joan,3
CTT OLESA,CTT VALLS DE TORROELLA,C,6041,AGUILA Iago,0,Z,867,TORRADES Domenec,3
CTT OLESA,CTT VALLS DE TORROELLA,A,241,MARTINEZ Josep,0,X,484,CUSSÓ Joan,3
CTT OLESA,CTT VALLS DE TORROELLA,C,6041,AGUILA Iago,0,Y,13163,PICH Guillem,3
CTT OLESA,CTT VALLS DE TORROELLA,B,308,GARCIA Benito,0,Z,867,TORRADES Domenec,3
CTT CARDEDEU EIG,CTT DELS HORTS 2000,A,2342,REALES Adria,3,Y,227,CREIXELL Josep,0
CTT CARDEDEU EIG,CTT DELS HORTS 2000,B,758,CASTAÑE Jordi,2,X,4595,PORTET Joan,3
CTT CARDEDEU EIG,CTT DELS HORTS 2000,C,5399,CASTRO Ismael,3,Z,196,GUZMÁN Josep Maria,1
CTT CARDEDEU EIG,CTT DELS HORTS 2000,A,2342,REALES Adria,3,X,4595,PORTET Joan,0
CTT CARDEDEU EIG,CTT DELS HORTS 2000,C,5399,CASTRO Ismael,3,Y,227,CREIXELL Josep,2
CTT CARDEDEU EIG,CTT DELS HORTS 2000,B,758,CASTAÑE Jordi,3,Z,196,GUZMÁN Josep Maria,1
ATT PREMIÀ DE MAR,LLUÏSOS DE GRÀCIA,A,1231,MARTINEZ Dani,2,Y,13478,CARMONA Daniel,3
ATT PREMIÀ DE MAR,LLUÏSOS DE GRÀCIA,B,1016,GARCIA David,0,X,13593,RUIZ Guillem,3
ATT PREMIÀ DE MAR,LLUÏSOS DE GRÀCIA,C,1105,ROSELLÓ Jordi,3,Z,12173,SERENA Pere Gustav,1
ATT PREMIÀ DE MAR,LLUÏSOS DE GRÀCIA,A,1231,MARTINEZ Dani,0,X,13593,RUIZ Guillem,3
ATT PREMIÀ DE MAR,LLUÏSOS DE GRÀCIA,C,1105,ROSELLÓ Jordi,3,Y,13478,CARMONA Daniel,0
ATT PREMIÀ DE MAR,LLUÏSOS DE GRÀCIA,B,1016,GARCIA David,0,Z,12173,SERENA Pere Gustav,3
EL CENTRE,TT L'HOSPITALET ''B'',A,2365,CONDAL Jaume,1,Y,8089,VILALLONGA Nurjan,3
EL CENTRE,TT L'HOSPITALET ''B'',B,15363,LI Pinda,1,X,19879,ROCA Marc,3
EL CENTRE,TT L'HOSPITALET ''B'',C,3548,ALVAREZ Enrique Sotero,2,Z,6637,JIMENEZ Francisco Manuel,3
EL CENTRE,TT L'HOSPITALET ''B'',A,2365,CONDAL Jaume,2,X,19879,ROCA Marc,3
EL CENTRE,TT L'HOSPITALET ''B'',C,3548,ALVAREZ Enrique Sotero,3,Y,8089,VILALLONGA Nurjan,1
EL CENTRE,TT L'HOSPITALET ''B'',B,15363,LI Pinda,3,Z,6637,JIMENEZ Francisco Manuel,1
CN SABADELL,CTT CASTELLGALÍ,A,534,MENENDEZ Alex,0,Y,1447,MARTIN Jose Antonio,3
CN SABADELL,CTT CASTELLGALÍ,B,12432,VEGA Alex,0,X,11191,HERNANDEZ Jordi,3
CN SABADELL,CTT CASTELLGALÍ,C,11167,RUIZ Jordi,0,Z,6313,MONTANER Josep,3
CN SABADELL,CTT CASTELLGALÍ,A,534,MENENDEZ Alex,1,X,11191,HERNANDEZ Jordi,3
CN SABADELL,CTT CASTELLGALÍ,C,11167,RUIZ Jordi,1,Y,1447,MARTIN Jose Antonio,3
CN SABADELL,CTT CASTELLGALÍ,B,12432,VEGA Alex,0,Z,6313,MONTANER Josep,3
