abc_team,xyz_team,abc_player_letter,abc_player_license,abc_player_name,abc_player_score,xyz_player_letter,xyz_player_license,xyz_player_name,xyz_player_score
LLUÏSOS DE GRÀCIA,CT BARCINO,A,6639,FELIU Jose,3,Y,257,PEÑA Clemente,0
LLUÏSOS DE GRÀCIA,CT BARCINO,B,11263,INTROCASO Pablo,1,X,303,CAUDET Roman,3
LLUÏSOS DE GRÀCIA,CT BARCINO,C,7213,FELIU Javier,3,Z,4035,CHAUME Arturo,1
LLUÏSOS DE GRÀCIA,CT BARCINO,A,6639,FELIU Jose,2,X,303,CAUDET Roman,3
LLUÏSOS DE GRÀCIA,CT BARCINO,C,7213,FELIU Javier,2,Y,257,PEÑA Clemente,3
LLUÏSOS DE GRÀCIA,CT BARCINO,B,11263,INTROCASO Pablo,3,Z,4035,CHAUME Arturo,1
CTT CARDEDEU EIG,CN SABADELL,A,6194,RIUS Eusebi,3,Y,10265,PLAYÀ Francesc,2
CTT CARDEDEU EIG,CN SABADELL,B,5399,CASTRO Ismael,1,X,7725,KHIDASHELI George,3
CTT CARDEDEU EIG,CN SABADELL,C,203,GUAL Jordi,1,Z,7099,PONZ Antonio,3
CTT CARDEDEU EIG,CN SABADELL,A,6194,RIUS Eusebi,1,X,7725,KHIDASHELI George,3
CTT CARDEDEU EIG,CN SABADELL,C,203,GUAL Jordi,3,Y,10265,PLAYÀ Francesc,0
CTT CARDEDEU EIG,CN SABADELL,B,5399,CASTRO Ismael,0,Z,7099,PONZ Antonio,3
TT PARETS,TARINAS CALELLA,A,6110,JUAREZ Eduardo,0,Y,14422,TORROJA Jordi,3
TT PARETS,TARINAS CALELLA,B,8391,CARDOZO Sacha Frank,3,X,11244,VILALTA Agusti,0
TT PARETS,TARINAS CALELLA,C,6858,GUTIERREZ Juan Carlos,1,Z,15723,SEVILLA Javier,3
TT PARETS,TARINAS CALELLA,A,6110,JUAREZ Eduardo,3,X,11244,VILALTA Agusti,1
TT PARETS,TARINAS CALELLA,C,6858,GUTIERREZ Juan Carlos,1,Y,14422,TORROJA Jordi,3
TT PARETS,TARINAS CALELLA,B,8391,CARDOZO Sacha Frank,3,Z,15723,SEVILLA Javier,1
"CC SANT ANDREU ""A""",CN ST. ANDREU,A,2000,ESCOLA Antoni,3,Y,614,MARTINEZ Francisco,0
"CC SANT ANDREU ""A""",CN ST. ANDREU,B,605,GRIFOLL Xavier,3,X,13059,MEDINA Edwin,1
"CC SANT ANDREU ""A""",CN ST. ANDREU,C,217,ROVELLO Antonio,3,Z,14126,ALLUE Vicens,0
"CC SANT ANDREU ""A""",CN ST. ANDREU,A,2000,ESCOLA Antoni,3,X,13059,MEDINA Edwin,0
"CC SANT ANDREU ""A""",CN ST. ANDREU,C,217,ROVELLO Antonio,3,Y,614,MARTINEZ Francisco,0
"CC SANT ANDREU ""A""",CN ST. ANDREU,B,605,GRIFOLL Xavier,3,Z,14126,ALLUE Vicens,1
